pitch,age,gender,speaking_rate,speech_monotony,accent,desc0,desc1,desc2,desc3,desc4,desc5,desc6,desc7,desc8,desc9
very high-pitch,middle-aged adult,female,slightly slowly,very expressive and animated,unknown,A middle-aged woman with a very high-pitched voice who speaks slightly slowly and sounds very expressive and animated.,"This female speaker sounds middle-aged, has a very high pitch, speaks a bit slowly, and comes across as lively and animated.","A very high-pitched, middle-aged female voice delivered at a slightly slow pace with a highly expressive, animated style.","She sounds like a middle-aged woman with a very high voice, slightly slow speech, and a vivid, animated delivery.","A female voice with very high pitch, a middle-aged quality, slightly slow pacing, and an energetic, expressive tone.","This is a middle-aged woman speaking in a very high pitch, a little slowly, yet with lots of expression and animation.","A very high-pitched female speaker who sounds middle-aged, speaks slightly slowly, and uses an animated, expressive manner.","The voice is female and middle-aged, with very high pitch, slightly slow speech, and a strongly animated feel.",A middle-aged adult woman with a very high-pitched voice that moves at a slightly slow pace and sounds very expressive.,"She has a very high-pitched, slightly slow, highly expressive voice that sounds like a middle-aged woman."
very high-pitch,middle-aged adult,male,very fast,expressive and animated,unknown,"A middle-aged man with a very high-pitched, very fast, and expressive voice.","This middle-aged male speaker has a very high pitch, speaks very fast, and sounds animated.",A very fast-speaking middle-aged man whose voice is very high-pitched and lively.,"A male voice with a very high pitch, rapid delivery, and an expressive, animated tone.","This middle-aged adult male speaks very quickly in a very high-pitched, expressive voice.","A very high-pitched man with a fast speaking rate and an energetic, animated style.","The speaker is a middle-aged male with a very high pitch and a very fast, expressive way of speaking.","A middle-aged man whose voice is very high-pitched, quick, and full of animation.","This male voice is very high-pitched, very fast, and notably expressive.","A middle-aged adult male who speaks in a very high-pitched, rapid, and animated voice."
very high-pitch,middle-aged adult,male,very fast,slightly expressive and animated,unknown,"A middle-aged male with a very high pitch, very fast speech, and a slightly expressive, animated tone.","This middle-aged man speaks very fast with a very high-pitched voice and a slightly lively, expressive style.","A very high-pitched male voice from a middle-aged adult, delivered at a very fast pace with mild animation.","The speaker is a middle-aged man whose voice is very high in pitch, speaks very fast, and sounds slightly expressive.","A middle-aged male voice that is very high-pitched, very fast-paced, and a little animated in expression.","This is a middle-aged man with a very high voice, rapid delivery, and a slightly expressive, animated manner.",A very fast-speaking middle-aged male with a very high-pitched voice and a lightly expressive tone.,"The voice belongs to a middle-aged man, very high in pitch, speaking very fast with just a bit of animation.","A middle-aged adult male speaking in a very high pitch, at a very fast rate, with slightly expressive delivery.","This speaker sounds like a middle-aged man with a very high-pitched, very fast, and mildly animated voice."
very high-pitch,middle-aged adult,male,very fast,monotone,unknown,"A middle-aged male voice with a very high pitch, very fast delivery, and a monotone tone.","This is a middle-aged man speaking in a very high-pitched, very fast, and monotone voice.","A very fast, monotone male voice that sounds middle-aged and notably high-pitched.","The speaker has a middle-aged male voice with very high pitch and rapid, flat delivery.",A middle-aged adult male speaks in a very high-pitched voice that is fast and monotone.,"This voice sounds male and middle-aged, with a very high pitch, quick pace, and little variation.","A very high-pitched male voice from a middle-aged speaker, delivered very quickly and without much expression.","The profile fits a middle-aged man with a fast, monotone speaking style and a very high pitch.","A male, middle-aged voice that is both very high-pitched and very fast, with a monotone quality.","This speaker sounds like a middle-aged male with a very high pitch, rapid speech, and a flat tone."
very high-pitch,middle-aged adult,male,very fast,unknown,unknown,A middle-aged man with a very high-pitched voice and a very fast speaking rate.,He sounds like a middle-aged male speaker with a very high pitch and rapid delivery.,This voice is a very fast-speaking middle-aged man with an unusually high pitch.,"A male middle-aged voice, very high-pitched and spoken at a very fast pace.","He has a very high-pitched, very fast-speaking voice that sounds middle-aged and male.","A middle-aged male speaker with a bright high pitch and quick, rapid speech.",This is a man in midlife with a very high voice and an extremely fast speaking rate.,"The speaker sounds male and middle-aged, with very high pitch and brisk, fast speech.",A very fast-talking middle-aged man with a distinctly high-pitched voice.,"He speaks in a very high pitch and very fast pace, sounding like a middle-aged male."
very high-pitch,middle-aged adult,male,very fast,very monotone,unknown,"A middle-aged man with a very high-pitched, very fast, and very monotone voice.","He speaks in a very high-pitched male voice that is middle-aged sounding, very fast, and quite monotone.","A middle-aged male speaker with a very high pitch, rapid delivery, and a very flat tone.","His voice is very high-pitched, very fast, and notably monotone, with a middle-aged male quality.","A middle-aged man whose speech is extremely quick, very high in pitch, and very monotone.","He has a very high-pitched male voice that sounds middle-aged, moves very fast, and stays monotone.","A very fast-speaking middle-aged man with a very high-pitched, flat-sounding voice.","His middle-aged male voice is very high-pitched, very quick, and strongly monotone.","A man of middle age with a very high pitch, rapid speech, and little tonal variation.","He speaks with a very high-pitched, very fast, and very monotone voice for a middle-aged male."
very high-pitch,middle-aged adult,male,very fast,very expressive and animated,unknown,A middle-aged man with a very high-pitched voice who speaks very fast and sounds highly animated.,"This is a middle-aged male voice that is very high-pitched, very fast-paced, and full of expression.","A very fast-speaking middle-aged man with a high-pitched voice and an energetic, animated delivery.","The speaker sounds like a middle-aged male with a very high pitch, rapid speech, and lively expression.","A middle-aged man’s voice, high-pitched and quick, with a very expressive and animated style.","This male speaker sounds middle-aged, very high-pitched, and speaks at a very fast pace with lots of animation.","A very high-pitched, fast-speaking middle-aged male voice that comes across as expressive and lively.","The voice belongs to a middle-aged man and sounds very high-pitched, rapid, and highly animated.","A middle-aged male speaker with a very high pitch, quick delivery, and an especially expressive tone.","This is a very fast, very expressive middle-aged male voice with a notably high pitch."
very high-pitch,middle-aged adult,male,slightly fast,expressive and animated,unknown,"A middle-aged male voice with a very high pitch, slightly fast delivery, and an expressive, animated tone.",This is a middle-aged man speaking in a very high-pitched voice that is slightly fast and lively.,"A very high-pitched male voice from a middle-aged adult, delivered at a slightly fast pace with clear animation.","The speaker sounds like a middle-aged man with a very high pitch, speaking a bit quickly and with plenty of expression.","A middle-aged male voice that is very high-pitched, slightly fast, and energetic in its delivery.","This voice belongs to a middle-aged man and comes across as very high-pitched, slightly fast, and highly expressive.","A slightly fast, expressive male voice from a middle-aged adult with a very high pitch.","The speaker has a very high-pitched, animated voice and sounds like a middle-aged man speaking slightly fast.","A middle-aged male voice with a very high pitch, a slightly quick pace, and an animated style.","This is an expressive, animated voice from a middle-aged man, characterized by a very high pitch and slightly fast speech."
very high-pitch,middle-aged adult,male,slightly fast,slightly expressive and animated,unknown,A middle-aged man with a very high-pitched voice that speaks slightly fast and sounds lightly animated.,"This is a middle-aged male voice with very high pitch, a slightly fast pace, and a mildly expressive tone.","A very high-pitched male voice from a middle-aged adult, delivered at a slightly fast rate with some animation.","He sounds like a middle-aged man with a very high pitch, speaking a bit fast and with slight expressiveness.","A middle-aged male speaker with a very high-pitched voice, slightly fast delivery, and a subtly animated style.","This voice belongs to a middle-aged man and has a very high pitch, a slightly quick pace, and light expression.","A very high-pitched, slightly fast-speaking male voice that sounds middle-aged and a little animated.","The speaker sounds like a middle-aged male with a very high pitch, speaking slightly fast and with mild liveliness.","A middle-aged man’s voice, very high in pitch, with a slightly fast rhythm and a touch of expressiveness.","This is a male, middle-aged voice with very high pitch, a slightly fast speaking rate, and a lightly animated quality."
very high-pitch,middle-aged adult,male,slightly fast,monotone,unknown,"A middle-aged man with a very high-pitched, slightly fast, monotone voice.","This speaker is a middle-aged male with a very high pitch and a slightly fast, monotone delivery.","A middle-aged man speaks in a very high pitch, with a slightly fast and monotone style.","The voice sounds like a middle-aged male, very high-pitched, slightly fast, and monotone.",A middle-aged man with a very high-pitched voice speaks slightly fast and with little variation.,"This is a middle-aged male voice that is very high-pitched, slightly fast, and monotone.","A middle-aged man’s voice is very high-pitched and slightly fast, with a monotone delivery.","The speaker sounds like a middle-aged male with a very high pitch and a slightly fast, flat tone.",A middle-aged man speaks in a very high-pitched voice that is slightly fast and monotone.,"This voice belongs to a middle-aged male and sounds very high-pitched, slightly fast, and monotone."
very high-pitch,middle-aged adult,male,slightly fast,unknown,unknown,A middle-aged man with a very high-pitched voice and a slightly fast speaking rate.,A male speaker in midlife with a very high pitch and slightly fast speech.,A middle-aged male voice that sounds very high-pitched and speaks a bit fast.,This is a middle-aged man whose voice is very high-pitched and slightly quick.,A male middle-aged speaker with a very high pitch and a slightly fast pace.,The voice belongs to a middle-aged man and is very high-pitched with slightly fast delivery.,A middle-aged male speaker with a very high-pitched voice and a somewhat fast rate.,"This is a male, middle-aged voice that is very high-pitched and speaks slightly fast.",A very high-pitched male voice from a middle-aged adult with a slightly fast speaking rate.,The speaker sounds like a middle-aged man with a very high pitch and a slightly fast rhythm.
very high-pitch,middle-aged adult,male,slightly fast,very monotone,unknown,"A middle-aged man with a very high-pitched voice and a slightly fast, very monotone delivery.","This is a middle-aged male speaker whose voice is very high-pitched, slightly fast, and very monotone.","A middle-aged man speaks with a very high pitch, a slightly fast pace, and a very monotone tone.","The speaker is a middle-aged male with a very high-pitched voice and a slightly fast, flat delivery.","A middle-aged man with a very high-pitched, very monotone voice that comes across slightly fast.","This male speaker sounds middle-aged, with a very high pitch, slightly fast speech, and strong monotony.","A very monotone, slightly fast voice from a middle-aged man with a very high pitch.","The voice belongs to a middle-aged male and sounds very high-pitched, slightly fast, and extremely monotone.",A middle-aged man speaks in a very high pitch with a slightly fast tempo and very little variation.,"This is a middle-aged male voice with very high pitch, slightly fast speech, and a very monotone style."
very high-pitch,middle-aged adult,male,slightly fast,very expressive and animated,unknown,A middle-aged man with a very high-pitched voice who speaks slightly fast and sounds very expressive.,"This male speaker sounds middle-aged, with a very high pitch, a slightly fast pace, and animated delivery.",A very expressive middle-aged man with a high-pitched voice and a slightly fast speaking rate.,"The voice is male and middle-aged, with very high pitch, slightly fast speech, and lively expression.","He sounds like a middle-aged adult man whose voice is very high-pitched, slightly fast, and full of animation.","A middle-aged male voice with very high pitch, a slightly quick pace, and a highly expressive tone.",This speaker is a middle-aged man who talks slightly fast and sounds very animated with a very high-pitched voice.,"A very high-pitched male voice, delivered by a middle-aged adult, with slightly fast and expressive speech.","The speaker sounds male and middle-aged, with a very high pitch, slightly fast rate, and energetic delivery.","A middle-aged adult man with a very high-pitched, slightly fast, and vividly expressive voice."
very high-pitch,middle-aged adult,male,moderate speed,expressive and animated,unknown,A middle-aged man with a very high-pitched voice who speaks at a moderate pace and sounds expressive and animated.,"This middle-aged male speaker has a very high pitch, a moderate speaking rate, and an animated, expressive delivery.","A male voice from a middle-aged adult, very high in pitch, speaking moderately fast with lively expression.","The speaker is a middle-aged man with very high pitch, moderate speed, and a naturally animated style.","A very high-pitched male voice from a middle-aged adult, delivered at a moderate rate with expressive energy.","This middle-aged male speaker sounds very high-pitched, speaks at a moderate speed, and comes across as animated.","A middle-aged adult male with a very high-pitched voice, moderate pacing, and an expressive, lively tone.","The voice is that of a middle-aged man, very high in pitch, with moderate speaking speed and animated expression.","A male speaker in middle age with a very high pitch, moderate rate, and an engaging, expressive delivery.","This is a middle-aged male voice that is very high-pitched, speaks at a moderate pace, and feels animated."
very high-pitch,middle-aged adult,male,moderate speed,slightly expressive and animated,unknown,"A middle-aged man with a very high-pitched voice and a moderate speaking pace, sounding slightly expressive and animated.","This middle-aged male speaker has a very high pitch, speaks at a moderate speed, and comes across as mildly animated.","A male voice from a middle-aged adult, very high in pitch, with moderate pacing and a slightly expressive tone.","He sounds like a middle-aged man with a very high-pitched voice, speaking at a moderate rate with a touch of animation.","A middle-aged adult male with a very high pitch, moderate speech speed, and a slightly lively delivery.","This is a middle-aged male voice, very high-pitched, moderately paced, and just a bit expressive.","A very high-pitched male voice with the sound of a middle-aged adult, delivered at a moderate speed and slightly animated.","The speaker sounds like a middle-aged man, with a very high pitch, moderate rate, and a mildly expressive style.","A middle-aged male speaker with a very high voice, moderate pacing, and a slightly animated manner of speaking.","This voice belongs to a middle-aged man, very high in pitch and spoken at a moderate speed with light expressiveness."
very high-pitch,middle-aged adult,male,moderate speed,monotone,unknown,"A middle-aged man with a very high-pitched, monotone voice and a moderate speaking pace.","He speaks in a very high pitch, with a monotone delivery at a moderate speed, sounding like a middle-aged adult male.","A male voice that is middle-aged, very high-pitched, monotone, and spoken at a moderate rate.","This middle-aged man has a very high-pitched voice, speaks at a moderate speed, and keeps a monotone tone.","A monotone male voice from a middle-aged adult, marked by a very high pitch and moderate speaking speed.","He has a very high-pitched, monotone speaking style and talks at a moderate pace as a middle-aged man.","A middle-aged adult male with a voice that is very high-pitched, flat in tone, and moderately paced.","His voice is very high-pitched and monotone, with a moderate rate of speech typical of a middle-aged man.","The speaker is a middle-aged male with a very high pitch, a monotone delivery, and a moderate speed.","A man in middle age who speaks in a very high pitch, keeps a monotone voice, and uses a moderate pace."
very high-pitch,middle-aged adult,male,moderate speed,unknown,unknown,A middle-aged man with a very high-pitched voice and a moderate speaking pace.,"This male speaker sounds middle-aged, with very high pitch and a moderate rate of speech.",A middle-aged adult male voice that is very high-pitched and spoken at a moderate speed.,"He has a very high-pitched voice, sounds middle-aged, and speaks at a moderate pace.",A man in middle age with a very high-pitched voice and moderate speaking speed.,This is a middle-aged male speaker with a voice that is very high-pitched and delivered moderately.,"A very high-pitched male voice from a middle-aged adult, speaking at a moderate rate.",The speaker is a middle-aged man whose voice is very high-pitched and whose speech is moderately paced.,"A male voice that sounds middle-aged, very high-pitched, and spoken at a moderate speed.",He sounds like a middle-aged adult male with a very high pitch and a moderate speaking rate.
very high-pitch,middle-aged adult,male,moderate speed,very monotone,unknown,"A middle-aged man with a very high-pitched, very monotone voice and a moderate speaking pace.","This middle-aged male speaker has a very high pitch, speaks at a moderate speed, and sounds very monotone.",A very monotone middle-aged man speaks with a very high pitch and a moderate rate.,"The voice is male and middle-aged, with a very high pitch, moderate speed, and a very monotone delivery.","A middle-aged adult man speaking at a moderate pace with a very high-pitched, highly monotone voice.","This speaker sounds like a middle-aged male with a very high pitch and a steady, very monotone rhythm at moderate speed.","A very high-pitched, very monotone male voice from a middle-aged adult speaking moderately.","The profile suggests a middle-aged man whose voice is very high-pitched, very monotone, and delivered at a moderate speed.","A male middle-aged speaker with a very high pitch and an extremely monotone style, speaking at a moderate pace.","A middle-aged adult male voice that is very high-pitched, very monotone, and spoken at moderate speed."
very high-pitch,middle-aged adult,male,moderate speed,very expressive and animated,unknown,A middle-aged man with a very high-pitched voice who speaks at a moderate pace and sounds very expressive and animated.,"This middle-aged male voice is very high-pitched, moves at a moderate speed, and carries an animated, expressive tone.","A very high-pitched middle-aged male speaker with moderate pacing and a lively, expressive delivery.","The voice belongs to a middle-aged man, is very high-pitched, speaks moderately, and sounds highly animated.","A middle-aged male voice with a very high pitch, moderate speaking rate, and an especially expressive style.","This is a middle-aged man speaking in a very high-pitched voice at a moderate speed with a lively, animated feel.","A very high-pitched male voice from a middle-aged adult, delivered at a moderate pace and full of expression.","The speaker sounds like a middle-aged man with a very high-pitched, moderately paced, and highly animated voice.","A middle-aged male voice that is very high-pitched, speaks at a moderate rate, and comes across as very expressive.","This profile describes a middle-aged man with a very high-pitched voice, moderate speech speed, and an animated delivery."
very high-pitch,middle-aged adult,male,fast,expressive and animated,unknown,"A fast-speaking middle-aged man with a very high pitch and an expressive, animated delivery.","This middle-aged male voice is very high-pitched, speaks quickly, and sounds lively and animated.","A very high-pitched male voice with a fast pace and an expressive, animated style typical of a middle-aged adult.","The speaker sounds like a middle-aged man with a very high pitch, quick speech, and an animated tone.","A fast, expressive, and animated voice from a middle-aged male with a very high pitch.","This is a middle-aged man whose voice is very high-pitched, speaks at a fast rate, and feels lively and animated.","A very high-pitched male voice that comes across as middle-aged, fast-paced, and highly animated.","The voice belongs to a middle-aged adult male and sounds very high-pitched, quick, and expressive.",A middle-aged male speaker with a very high pitch who talks fast and delivers speech in an animated way.,"A lively, animated, fast-speaking middle-aged man with a very high-pitched voice."
very high-pitch,middle-aged adult,male,fast,slightly expressive and animated,unknown,"A middle-aged man with a very high-pitched, fast-moving voice that sounds slightly expressive and animated.","This middle-aged male voice is very high-pitched, speaks quickly, and carries a mildly animated tone.","A fast-speaking middle-aged man with a very high pitch and a slightly expressive, lively delivery.","The voice belongs to a middle-aged man and is very high-pitched, quick, and just a bit animated.","A male speaker with a very high pitch, fast pace, and a slightly expressive, animated style.","This is a middle-aged male voice that sounds very high-pitched, moves quickly, and has gentle animation.","A fast-paced, very high-pitched male voice with a slightly expressive feel from a middle-aged adult.","The speaker sounds like a middle-aged man with a very high pitch, rapid speech, and mild animation.","A middle-aged male voice that is very high-pitched, speaks fast, and comes across as slightly expressive.","This voice is from a middle-aged man, with a very high pitch, quick delivery, and a lightly animated quality."
very high-pitch,middle-aged adult,male,fast,monotone,unknown,"A middle-aged man with a very high-pitched, fast, monotone voice.","This male speaker sounds middle-aged, with a very high pitch and a fast, monotone delivery.",A fast-speaking middle-aged man whose voice is very high-pitched and monotone.,"The voice is male and middle-aged, with a very high pitch, quick pace, and flat tone.","A middle-aged adult male speaking quickly in a very high-pitched, monotone voice.","He sounds like a middle-aged man with a very high pitch, fast speech, and a monotone style.","A male voice that is middle-aged, very high-pitched, fast, and consistently monotone.",This middle-aged male speaker has a very high-pitched voice and speaks quickly in a monotone way.,"A fast, monotone, very high-pitched male voice that sounds middle-aged.","The speaker is a middle-aged man with a quick, monotone delivery and an unusually high pitch."
very high-pitch,middle-aged adult,male,fast,unknown,unknown,A middle-aged man with a very high-pitched voice and a fast speaking rate.,This profile describes a middle-aged male speaker whose voice is very high-pitched and quick.,A fast-talking middle-aged man with a very high-pitched voice.,The speaker is a middle-aged male with a very high pitch and rapid speech.,A middle-aged man speaks quickly in a very high-pitched voice.,"This is a middle-aged male voice, very high-pitched and fast-paced.",A middle-aged male speaker with a very high pitch and brisk delivery.,The voice belongs to a middle-aged man who speaks fast and sounds very high-pitched.,A fast-speaking middle-aged male with an especially high-pitched voice.,This profile features a middle-aged man with rapid speech and a very high pitch.
very high-pitch,middle-aged adult,male,fast,very monotone,unknown,"A middle-aged man with a very high-pitched, fast, and very monotone voice.","This male speaker sounds middle-aged, speaks quickly, and has a very high-pitched, flat delivery.",A fast-speaking middle-aged man with a very high-pitched voice and very little variation in tone.,"The voice is male, middle-aged, very high-pitched, and delivered in a fast, monotone style.","A middle-aged adult man with a very high pitch, quick speech, and a very monotone sound.",He sounds like a middle-aged male with a very high-pitched voice that comes out fast and flat.,"This is a middle-aged man speaking quickly in a very high-pitched, very monotone voice.","A male voice that sounds middle-aged, runs fast, and stays very high-pitched and monotone.","The speaker is a middle-aged adult male with fast speech, a very high pitch, and a very flat tone.","A very monotone, very high-pitched male voice that speaks quickly and sounds middle-aged."
very high-pitch,middle-aged adult,male,fast,very expressive and animated,unknown,"A middle-aged man with a very high-pitched, fast, and lively voice.","He sounds like a middle-aged male speaker with a very high pitch and a quick, animated delivery.",This middle-aged man speaks rapidly in a very high voice that feels expressive and energetic.,A fast-talking middle-aged male with a very high pitch and a highly animated style.,"He has a very high-pitched voice, speaks quickly, and sounds expressive throughout.","A middle-aged man whose voice is very high-pitched, fast, and full of animation.","His speech is quick and highly expressive, with a very high pitch and a middle-aged male tone.",A very high-pitched middle-aged male voice that comes across as fast and animated.,"He sounds like a middle-aged man speaking in a quick, lively, and very high-pitched way.","A fast, expressive middle-aged male voice with a very high pitch and animated delivery."
very high-pitch,middle-aged adult,male,unknown,expressive and animated,unknown,"A middle-aged man with a very high-pitched voice and an expressive, animated delivery.","This male speaker sounds middle-aged, very high-pitched, and lively in his speech.","A very high-pitched, expressive male voice with a middle-aged adult quality.",The voice belongs to a middle-aged man who speaks with a very high pitch and animated energy.,An animated male speaker with a very high-pitched voice and a middle-aged sound.,This is a middle-aged adult male voice that is very high-pitched and strongly expressive.,"A middle-aged man speaking in a very high pitch with an animated, expressive style.","The speaker sounds male and middle-aged, with a very high-pitched, lively voice.","A very high-pitched, expressive voice from a middle-aged man.","This male voice is middle-aged, very high-pitched, and full of animated expression."
very high-pitch,middle-aged adult,male,unknown,slightly expressive and animated,unknown,A middle-aged man with a very high-pitched voice that sounds slightly expressive and animated.,"He speaks with a very high pitch, sounding like a middle-aged adult male who is a bit animated.",This middle-aged male voice is very high-pitched and carries a lightly expressive tone.,"A very high-pitched male voice from a middle-aged adult, with just a touch of animation.",He sounds like a middle-aged man with a very high voice and slightly lively delivery.,"A middle-aged adult male with a very high pitch and a mildly expressive, animated style.","His voice is very high-pitched, masculine, and slightly animated, with a middle-aged sound.",A middle-aged man’s voice that is very high-pitched and a little expressive.,He has a very high-pitched male voice and speaks in a slightly animated way.,A middle-aged adult male voice with very high pitch and a subtly expressive feel.
very high-pitch,middle-aged adult,male,unknown,monotone,unknown,"A middle-aged man with a very high-pitched, monotone voice.",A middle-aged male speaker whose voice is very high-pitched and flat.,This middle-aged man speaks in a very high pitch with a monotone delivery.,"A male voice from a middle-aged adult, marked by very high pitch and little variation.","He has a very high-pitched, monotone voice and sounds middle-aged.","A middle-aged man with a flat, very high-pitched speaking voice.","His voice is male, middle-aged, very high-pitched, and monotone.",A middle-aged adult male who speaks in a consistently high pitch with no vocal variation.,"This speaker has a very high-pitched voice and a monotone style, sounding middle-aged.",A male middle-aged voice that is notably high-pitched and even-toned.
very high-pitch,middle-aged adult,male,unknown,unknown,unknown,A middle-aged male voice with a very high pitch.,This is a very high-pitched voice from a middle-aged man.,A male speaker in middle age with an unusually high pitch.,The voice sounds like a middle-aged man speaking in a very high pitch.,A very high-pitched male voice belonging to a middle-aged adult.,A middle-aged adult male with a distinctly high-pitched voice.,This speaker has a very high pitch and sounds like a middle-aged man.,"A male voice, middle-aged and very high in pitch.",The profile describes a middle-aged male with a very high-pitched voice.,A very high-pitched voice from a middle-aged male speaker.
very high-pitch,middle-aged adult,male,unknown,very monotone,unknown,"A middle-aged man with a very high-pitched, very monotone voice.",This middle-aged male speaker has a very high pitch and a very monotone delivery.,"A very monotone, very high-pitched voice from a middle-aged man.","The speaker is a middle-aged male with an extremely high-pitched, monotone voice.",A middle-aged man speaking in a very high pitch and with very little variation.,"This male voice sounds middle-aged, very high-pitched, and strongly monotone.","A very high-pitched, highly monotone voice belonging to a middle-aged man.","The voice is male and middle-aged, with a very high pitch and flat monotone.",A middle-aged adult male with a voice that is very high-pitched and monotone.,This is a middle-aged man whose voice is very high-pitched and consistently monotone.
very high-pitch,middle-aged adult,male,unknown,very expressive and animated,unknown,"A middle-aged man with a very high-pitched voice and an expressive, animated delivery.","This male speaker sounds middle-aged, with a very high pitch and lively, expressive speech.",A very high-pitched male voice with the sound of a middle-aged adult and a lot of animation.,He has a middle-aged male voice that is very high-pitched and remarkably expressive.,"A middle-aged man speaking in a very high register with an animated, expressive style.","This voice belongs to a middle-aged male and sounds very high-pitched, energetic, and expressive.",A very expressive and animated middle-aged male voice with an unusually high pitch.,The speaker is a middle-aged man whose voice is very high-pitched and full of expression.,"A male voice that sounds middle-aged, very high-pitched, and highly animated.","This is a middle-aged male voice with a very high pitch and a lively, expressive manner."
very high-pitch,middle-aged adult,male,slowly,expressive and animated,unknown,A middle-aged man with a very high-pitched voice who speaks slowly and sounds expressive and animated.,"This male speaker has a very high pitch, a slow speaking rate, and an expressive, animated delivery.","A slowly spoken, very high-pitched male voice with a lively and animated style.","The voice is that of a middle-aged man, very high in pitch, speaking slowly and with expressive energy.","He has a very high-pitched voice, talks slowly, and comes across as expressive and animated.","A middle-aged male speaker with a high-pitched voice, slow pacing, and an animated tone.",This is a man with a very high pitch who speaks slowly and sounds lively and expressive.,"A very high-pitched male voice, delivered slowly with an animated and expressive feel.","The speaker sounds like a middle-aged man with a very high pitch and a slow, animated manner of speaking.","A male voice that is very high-pitched, slow, and full of expressive, animated character."
very high-pitch,middle-aged adult,male,slowly,slightly expressive and animated,unknown,A middle-aged man with a very high-pitched voice who speaks slowly and sounds slightly expressive.,"This middle-aged male speaker has a very high pitch, a slow pace, and a lightly animated tone.",A slow-speaking middle-aged man with a very high voice and a touch of expressive energy.,"The voice belongs to a middle-aged male, very high-pitched, speaking slowly with slight animation.","A middle-aged man sounds very high-pitched, talks slowly, and carries a mildly expressive style.","This speaker is a middle-aged male with a very high pitch, slow delivery, and a slightly animated tone.",A very high-pitched middle-aged man speaks at a slow rate with subtle expressiveness.,"The male voice sounds middle-aged, very high in pitch, slow in pace, and a bit animated.","A middle-aged adult male has a very high voice, speaks slowly, and sounds slightly expressive.","This is a slow, slightly animated, very high-pitched voice from a middle-aged man."
very high-pitch,middle-aged adult,male,slowly,monotone,unknown,"A middle-aged man speaks in a very high pitch, slowly and with a monotone delivery.","This is a middle-aged male voice with very high pitch, a slow pace, and a monotone tone.","The speaker sounds like a middle-aged man, talking slowly in a very high-pitched, monotone voice.","A very high-pitched male voice from a middle-aged adult, delivered slowly and without much variation.","This middle-aged man speaks slowly, with a very high pitch and a flat, monotone style.","The voice belongs to a middle-aged male and comes across as very high-pitched, slow, and monotone.","A male speaker in middle age talks at a slow rate, using a very high pitch and a monotone cadence.","The speaker has a very high-pitched, monotone voice and speaks slowly, sounding middle-aged and male.","A middle-aged adult male voice, very high in pitch, moves slowly and stays monotone throughout.","This voice sounds like a middle-aged man speaking slowly in a very high-pitched, monotone manner."
very high-pitch,middle-aged adult,male,slowly,unknown,unknown,A middle-aged man with a very high-pitched voice who speaks slowly.,"He has a very high pitch, sounding like a middle-aged adult male who talks slowly.",A slow-speaking middle-aged man with a very high-pitched voice.,"His voice is very high-pitched, and he speaks at a slow pace as a middle-aged male.",A middle-aged male speaker with a very high pitch and a slow speaking rate.,"He sounds like a middle-aged man with a very high-pitched voice and deliberate, slow speech.",A very high-pitched male voice from a middle-aged adult who speaks slowly.,"He speaks slowly in a very high-pitched voice, sounding like a middle-aged man.",A middle-aged adult male with a very high-pitched voice and unhurried speech.,"His speaking style is slow, and his voice is very high-pitched for a middle-aged man."
very high-pitch,middle-aged adult,male,slowly,very expressive and animated,unknown,"A middle-aged man speaks slowly with a very high-pitched, highly expressive voice.","This male speaker sounds middle-aged, with a very high pitch, slow delivery, and animated expression.",A slow-speaking middle-aged male voice that is very high-pitched and full of animation.,"He sounds like a middle-aged man with a very high pitch, speaking slowly and expressively.","A very expressive, animated male voice with a high pitch and a slow, middle-aged delivery.","This is a middle-aged man’s voice, spoken slowly and marked by a very high pitch and lively expression.","A male speaker with a very high-pitched voice, speaking slowly and sounding animated throughout.","He has a slow, expressive speaking style, with a very high-pitched middle-aged male voice.","A middle-aged adult male voice that is slow in pace, very high in pitch, and strongly animated.","This speaker sounds like a middle-aged man who talks slowly in a very high-pitched, expressive voice."
very high-pitch,middle-aged adult,male,slightly slowly,expressive and animated,unknown,A middle-aged man with a very high-pitched voice who speaks slightly slowly and sounds expressive and animated.,"This male voice sounds middle-aged, very high-pitched, slightly slow in pace, and lively in expression.","A very high-pitched male speaker with a middle-aged tone of voice, speaking a bit slowly and with animation.","The voice belongs to a middle-aged man, features a very high pitch, and is slightly slow yet expressive.","A male, middle-aged voice that is very high-pitched, speaks slightly slowly, and comes across as animated.","This is a middle-aged male voice with a very high pitch, a slightly slow speaking rate, and expressive delivery.","A very high-pitched man’s voice with a middle-aged quality, speaking a little slowly and sounding animated.","The speaker sounds like a middle-aged male with a very high pitch and a slightly slow, expressive style.","A middle-aged man speaks here in a very high pitch, a slightly slow rhythm, and an animated manner.","This voice is very high-pitched and male, with a middle-aged sound, slightly slow pacing, and lively expression."
